d_case_no,d_name,d_last_kno_addr,c_case_type,c_violation,c_violation_date,c_location,c_plea,c_plea_ent_by,c_status,c_so_no,c_deposit_amt,c_in_collection,c_installment_plan,j_finding,j_penalty,j_balance_due,j_date,j_due_on_date,j_branch
15049523,SG PROPERTY INVESTMENTS LLC,"5108 N 32nd ST, Milwaukee, WI 53209",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-23 00:00:00.000000,1606 W MEINECKE AVE,No Contest,RA,Closed,11387231,0,No,No,Guilty,680,0,2016-02-16,2016-09-19,2
15050314,RAHA LLC,"902 E HAMILTON ST, MILWAUKEE, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-15 00:00:00.000000,2421 N 35 ST,No Contest,Court,Closed,11433251,0,No,No,Guilty,630,0,2015-10-29,2015-12-28,2
15050638,MIDWEST COMMERCIAL FUNDING LLC,"1521 WAUKESHA RD, CALEDONIA, WI 53108",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-30 00:00:00.000000,3101 N 2 ST,No Contest,Court,Closed,11467941,0,No,No,Guilty,1830,0,2015-10-29,2015-12-28,2
15050840,EXTRA SHARP INVESTMENTS LLC,"5801 TOWN HALL DRV, SUN PRAIRIE, WI 53590",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2015-08-17 10:00:00.000000,2800 N 16 ST,No Plea,,Closed,DNS011646261,502,No,No,Dismissed without Prejudice,0,0,2015-10-22,2015-10-22,1
15050841,EXTRA SHARP INVESTMENTS LLC,"5801 TOWN HALL DRV, SUN PRAIRIE, WI 53590",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2015-08-17 10:00:00.000000,2800 N 16 ST,No Contest,"michael mcdermott, RA",Active,DNS011646281,691,Yes,No,Guilty,691,395,2015-10-22,2016-01-20,1
15050856,LENAS FOOD MARKET,"2322 W OAK ST, MILWAUKEE, WI 53206",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-07-18 08:31:00.000000,2322 W OAK ST,No Contest,Derrick Martin,Closed,61513071,377.48,No,No,Guilty,150,0,2015-10-16,2016-01-14,2
15050857,TACO BELL,"3334 S 27TH ST, MILWAUKEE, WI 53215",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-08-14 11:58:00.000000,3334 S 27TH ST,No Contest,Court,Closed,61513082,187,No,No,Guilty,187,0,2015-10-16,2015-10-16,2
15050858,MCDONALDS RESTAURANT,"5625 W FOND DU LAC AVE, MILWAUKEE, WI 53216",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-08-03 22:26:00.000000,5265 W FOND DU LAC AVE,No Plea,,Closed,61513093,187,No,No,Dismissed without Prejudice,0,0,2015-10-16,2015-10-16,2
15050859,CARSONS PRIME STEAKS FAMOUS BBQ,"301 W JUNEAU AVE, MILWAUKEE, WI 53203",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-08-03 10:17:00.000000,301 W JUNEAU AVE,No Contest,Court,Closed,61513104,124,No,No,Guilty,124,0,2015-10-16,2015-10-16,2
15050860,PRIVATE BANK,"743 N WATER ST, MILWAUKEE, WI 53202",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-06-18 12:11:00.000000,743 N WATER ST,No Plea,,Closed,61513270,124,No,No,Dismissed without Prejudice,0,0,2015-10-16,2015-10-16,2
15050861,FAMILY FOOD MARKET,"2803 N 35TH ST, MILWAUKEE, WI 53210",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-08-22 13:40:00.000000,2803 N 35TH ST,No Plea,,Closed,61513281,124,No,No,Dismissed without Prejudice,0,0,2015-10-16,2015-10-16,2
15050882,ABC FENCE,"7230 S 46TH ST, FRANKLIN, WI 53132",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-08-27 17:12:00.000000,S 43RD ST / W MANITOBA ST,No Contest,John Ottow,Closed,B0031850,161.8,No,No,Guilty,230,0,2015-10-16,2015-10-16,2
15050883,ABC FENCE,"7230 S 46TH ST, FRANKLIN, WI 53132",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-08-27 17:12:00.000000,S 43RD ST / W MANITOBA ST,No Plea,,Closed,B0031861,161.8,No,No,Dismissed without Prejudice,0,0,2015-10-16,2015-10-16,2
15050884,ABC FENCE,"7230 S 46TH ST, FRANKLIN, WI 53132",Traffic citation,"Statute TR327.03(1), Fed Reg/Safety - General",2015-08-27 17:12:00.000000,S 43RD ST / W MANITOBA ST,No Plea,,Closed,B0031872,124,No,No,Dismissed without Prejudice,0,0,2015-10-16,2015-10-16,2
15050886,ACTION MESSENGER INC,"OAK CREEK, WI 53154",Traffic citation,"Statute TR325.02(4), Vehicle Equipment Violations",2015-08-28 10:00:00.000000,CTH ZZ/ W COLLEGE AVE / S 13TH ST,No Contest,Court,Closed,R8697732,161.8,No,No,Guilty,161.8,0,2015-10-16,2015-12-15,2
15050888,ALL CARE SERVICE CORP,"528 GREEN BAY RD, THEINSVILLE, WI 53092",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-08-28 12:45:00.000000,S 13TH ST / CTH ZZ/ W COLLEGE AVE,No Contest,David Whaley,Closed,B0031894,161.8,No,No,Guilty,230,0,2015-10-16,2016-01-14,2
15050889,ALL CARE SERVICE CORP,"528 GREEN BAY RD, THEINSVILLE, WI 53092",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-08-28 12:45:00.000000,S 13TH ST / CTH ZZ/ W COLLEGE AVE,No Plea,,Closed,B0031905,161.8,No,No,Dismissed without Prejudice,0,0,2015-10-16,2015-10-16,2
15050897,BADGER LIQUOR CO INC,"850 S MORRIS ST, FOND DU LAC, WI 54936",Traffic citation,"Statute TR325.02(4), Vehicle Equipment Violations",2015-08-28 12:40:00.000000,CTH ZZ/ W COLLEGE AVE / S 13TH ST,No Contest,Court,Closed,R8697743,161.8,No,No,Guilty,161.8,0,2015-10-16,2015-12-15,2
15050939,DAN BARTEL TRUCKING LLC,"215 27TH ST, CALEDONIA, WI 53108",Traffic citation,"Statute 348.15(3)(a), Violate Class A Hwy Weight Limits",2015-08-28 08:35:00.000000,COLLEGE AVE W / HOWELL AVE S,No Contest,Dan Bartel,Closed,R6549395,1612.2,No,No,Guilty,750,0,2015-11-03,2016-02-01,2
15050954,FORMAN METAL CO,"7500 N TEUTONIA AVE, MILWAUKEE, WI 53209",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-09-09 13:30:00.000000,W PIERCE ST / S 26TH ST,No Contest,Court,Closed,R8697776,187,No,No,Guilty,187,0,2015-10-16,2015-12-15,2
15050963,HEIDEN PLUMBING CO INC,"2465 W VLIET ST, MILWAUKEE, WI 53205",Traffic citation,"Statute 348.15(3)(a), Violate Class A Hwy Weight Limits",2015-09-09 08:50:00.000000,W PIERCE ST / S LAYTON BLVD,No Contest,Defense Attorney,Closed,R8697754,3503.87,No,No,Guilty,1750,0,2016-01-06,2016-03-07,2
15050968,J WENSZELL ENTERPRISES INC,"228 N 72ND ST, MILWAUKEE, WI 53213",Traffic citation,"Statute 341.04(1), Non-Registration of Vehicle",2015-08-31 15:16:00.000000,S HOWELL AVE / W SAVELAND AVE,No Contest,Court,Active,B2297901,187,No,No,Guilty,187,187,2015-10-16,2015-12-15,2
15050969,J WENSZELL ENTERPRISES INC,"228 N 72ND ST, MILWAUKEE, WI 53213",Traffic citation,"Statute 344.62(1), Operate Motor Vehicle without Insurance",2015-08-31 15:16:00.000000,S HOWELL AVE / W SAVELAND AVE,No Contest,Court,Active,B2297912,124,No,No,Guilty,124,124,2015-10-16,2015-12-15,2
15050970,J WENSZELL ENTERPRISES INC,"228 N 72ND ST, MILWAUKEE, WI 53213",Traffic citation,"Statute TR327.03(1), Fed Reg/Safety - General",2015-08-31 15:16:00.000000,S HOWELL AVE / W SAVELAND AVE,No Contest,Court,Active,B2297923,124,No,No,Guilty,124,124,2015-10-16,2015-12-15,2
15050971,J WENSZELL ENTERPRISES INC,"228 N 72ND ST, MILWAUKEE, WI 53213",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-08-31 15:16:00.000000,S HOWELL AVE / W SAVELAND AVE,No Contest,Court,Active,B2297934,161.8,No,No,Guilty,161.8,161.8,2015-10-16,2015-12-15,2
15050972,J WENSZELL ENTERPRISES INC,"228 N 72ND ST, MILWAUKEE, WI 53213",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-08-31 15:16:00.000000,S HOWELL AVE / W SAVELAND AVE,No Contest,Court,Active,B2297945,161.8,No,No,Guilty,161.8,161.8,2015-10-16,2015-12-15,2
15050973,J WENSZELL ENTERPRISES INC,"228 N 72ND ST, MILWAUKEE, WI 53213",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-08-31 15:16:00.000000,S HOWELL AVE / W SAVELAND AVE,No Contest,Court,Active,B2297956,161.8,No,No,Guilty,161.8,161.8,2015-10-16,2015-12-15,2
15051042,SUPERMERCADO LATROPICANA,"120 N FIRST ST, ABBOTSFORD, WI 53205",Traffic citation,"Statute TR327.03(1), Fed Reg/Safety - General",2015-09-09 10:40:00.000000,W PIERCE ST / S 26TH ST,No Contest,Court,Closed,R8697765,124,No,No,Guilty,124,0,2015-10-16,2015-12-15,2
15051088,CITY TRANSFORMATION LIMITED,"1442 Apt. 300 N FARWELL AVE, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-26 00:00:00.000000,2446 N 46 ST,No Contest,Court,Active,11396221,0,Yes,No,Guilty,5000,5000,2015-10-29,2015-12-28,2
15051089,CITY TRANSFORMATION LIMITED,"1442 Apt. 300 N FARWELL AVE, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-02-25 00:00:00.000000,1307 W CONCORDIA AVE,No Contest,Court,Active,11340831,0,Yes,No,Guilty,3000,3000,2015-10-29,2015-12-28,2
15051090,GUARDIAN REALTY MGMT CO INC,"9205 Apt. 210 W CENTER ST, MILWAUKEE, WI 53222",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-30 00:00:00.000000,2434 N 41 ST,No Contest,Richard W Geis,Active,11171703,0,Yes,No,Guilty,380,380,2016-01-28,2016-03-28,2
15051095,REGGIN LLC,"17145 Apt. 157J W BLUEMOUND RD, BROOKFIELD, WI 53005",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-02-03 00:00:00.000000,1923 N 2 ST,No Contest,Court,Active,11307281,0,Yes,No,Guilty,3780,3780,2015-10-29,2015-12-28,2
15051097,MILWAUKEE LIVING LLC,"2218 N 44TH ST, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-07-07 00:00:00.000000,2866 N 24 PL,No Contest,Court,Active,11578531,0,Yes,No,Guilty,980,980,2015-10-29,2015-12-28,2
15051108,BROTHERS INC,"9317 W LISBON AVE, Milwaukee, WI 53222",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-31 00:00:00.000000,3030 W FOND DU LAC AVE,No Contest,Court,Active,11406261,0,No,No,Guilty,480,480,2015-10-29,2015-12-28,2
15051583,QUILES DISTRIBUTING LLC,"8615 W ADLER AVE, MILWAUKEE, WI 53210",Traffic citation,"Statute 194.34(1), Contract Motor Carrier Fail/License",2015-08-20 14:37:00.000000,WB / S 21ST ST,No Contest,Defense Attorney,Closed,I1018496,691,No,No,Guilty,345.5,0,2015-10-29,2015-12-28,1
15051584,QUILES DISTRIBUTING LLC,"8615 W ADLER AVE, MILWAUKEE, WI 53210",Traffic citation,"Statute 194.34(1), Contract Motor Carrier Fail/License",2015-08-20 14:37:00.000000,WB / S 21ST ST,No Contest,Defense Attorney,Closed,I1018500,691,No,No,Guilty,345.5,0,2015-10-29,2015-12-28,1
15051585,QUILES DISTRIBUTING LLC,"8615 W ADLER AVE, MILWAUKEE, WI 53210",Traffic citation,"Statute 343.44(1)(c), Driving While Out-Of-Service",2015-08-20 14:37:00.000000,WB / S 21ST ST,No Contest,Defense Attorney,Closed,I1018511,3211,No,No,Guilty,1000,0,2015-10-29,2015-12-28,1
15051978,MAGNOLIA REALTY I LLC,"6737 N TEUTONIA AVE, Milwaukee, WI 53209",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-05-13 00:00:00.000000,4254 N 25 ST,No Contest,Court,Closed,11493601,0,No,No,Guilty,380,0,2015-12-15,2016-02-15,3
15051999,TAH 4 LLC,"104 Apt. A E MASON ST, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-09-19 00:00:00.000000,2632 N PROSPECT AVE,No Contest,Peter Pacetta,Closed,11099011,0,No,No,Guilty,480,0,2016-01-05,2016-03-07,3
15052000,GCH INVESTMENTS LLC,"2132 W HIGHLAND AVE, MILWAUKEE, WI 53233",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-12-23 00:00:00.000000,743 S 31 ST,No Contest,George Harrell,Closed,11256481,0,No,No,Guilty,380,0,2015-12-15,2016-02-15,3
15052359,NTO LLC,"17145 Apt. 157J W BLUEMOUND RD, BROOKFIELD, WI 53005",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-15 00:00:00.000000,2408 W KILBOURN AVE,No Contest,Court,Active,11435142,0,Yes,No,Guilty,2450,2450,2015-11-05,2016-01-04,3
15052360,DELORES TOOLS REVOCABLE LIVING TRUST,"600 W GARFIELD AVE, Milwaukee, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-05-06 00:00:00.000000,600 W GARFIELD AVE,No Plea,,Closed,11479341,0,No,No,Dismissed without Prejudice,0,0,2015-11-05,2015-11-05,3
15052367,HSBC BANK USA NA,"8020 Apt. 200 EXCELSIOR DRV, MADISON, WI 53717",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-09 00:00:00.000000,3204 N 35 ST,No Contest,Court,Active,11420551,0,No,No,Guilty,3030,3030,2015-11-05,2016-01-04,3
15052368,ENTERPRISING IDEAS INCORPORATED,"12300 W BOBOLINK AVE, MILWAUKEE, WI 53225",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-15 00:00:00.000000,1645 N 29 ST,No Contest,Scott Franken,Closed,11147071,0,No,No,Guilty,280,0,2016-03-03,2016-05-02,3
15052875,ANDERSON LANDSCAPE AND MAINTANCE LLC,"1121 CARRINGTON AVE, SOUTH MILWAUKEE, WI 53172",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-09-09 13:55:00.000000,S LAYTON BLVD / MITCHELL PARK RD,No Contest,Court,Closed,T3806902,161.8,No,No,Guilty,161.8,0,2015-10-23,2015-12-22,1
15052877,BADGER PLUMBING INC,"10343 W FOND DU LAC AVE, MILWAUKEE, WI 53225",Traffic citation,"Statute TR327.03(1), Fed Reg/Safety - General",2015-09-03 14:51:00.000000,W FOREST HOME AVE / S 19TH ST,No Contest,Court,Closed,B0032001,124,No,No,Guilty,124,0,2015-10-23,2015-12-22,1
15052878,BADGER PLUMBING INC,"10343 W FOND DU LAC AVE, MILWAUKEE, WI 53225",Traffic citation,"Statute TR327.03(1), Fed Reg/Safety - General",2015-09-03 14:51:00.000000,W FOREST HOME AVE / S 19TH ST,No Contest,Court,Closed,B0032012,124,No,No,Guilty,124,0,2015-10-23,2015-12-22,1
15052879,BADGER PLUMBING INC,"10343 W FOND DU LAC AVE, MILWAUKEE, WI 53225",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-09-03 14:51:00.000000,W FOREST HOME AVE / S 19TH ST,No Contest,Court,Closed,B0032034,161.8,No,No,Guilty,161.8,0,2015-10-23,2015-12-22,1
15052915,FAIRWAY TRANSIT INC,"930 SILVERNAIL RD, PEWAUKEE, WI 53072",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-09-09 11:43:00.000000,WB / S 23RD ST,No Contest,Court,Closed,T9188126,161.8,No,No,Guilty,161.8,0,2015-10-23,2015-12-22,1
15053047,LA PICA #3 LLC,"2077 S 30TH ST, MILWAUKEE, WI 53215",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-06-25 00:00:00.000000,3427 W LINCOLN AVE,No Contest,Court,Active,11560221,0,No,No,Guilty,2180,2180,2015-11-12,2016-01-11,2
15053644,SHANE PROPERTIES LLC,"1942 N 20 ST, Milwaukee, WI 53205",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2015-09-09 09:45:00.000000,2317 W VINE ST,No Plea,,Closed,DNS011690771,502,No,No,Dismissed without Prejudice,0,0,2015-11-12,2015-11-12,2
15053645,ASHMANN PROPERTIES LLC,"6526 WASHINGTON CIR, WAUWATOSA, WI 53213",Municipal citation,"Ordinance 275, Building Maintenance",2015-09-09 15:00:00.000000,1721 W FOREST HOME AVE,No Contest,Michael P Lehmann,Closed,DNS011696061,355,No,No,Guilty,170,0,2015-12-17,2016-02-15,2
15053647,BAY BANK,"PO BOX 10855, GREEN BAY, WI 54307",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2015-07-07 11:15:00.000000,2252 S 33 ST,No Plea,,Closed,DNS01161781,502,No,No,Dismissed without Prejudice,0,0,2015-11-12,2015-11-12,2
15053648,LIR PROPERTIES LLC,"5231 WOOD LILLY LN, WATERFORD, WI 53185",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2015-09-08 10:57:00.000000,2726 S 15 ST,No Plea,,Closed,DNS011688891,502,No,No,Dismissed without Prejudice,0,0,2015-11-12,2015-11-12,2
15053649,REV LIVING TRUST FOR ABEDALLAH JABER,"6671 S PRINCETON DRV, FRANKLIN, WI 53132",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-06-23 00:00:00.000000,3430 W LISBON AVE,No Contest,Court,Closed,11558151,0,No,No,Guilty,380,0,2015-11-12,2016-01-11,2
15053650,LIR PROPERTIES LLC,"5231 WOOD LILLY LN, WATERFORD, WI 53185",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2015-09-08 15:35:00.000000,2726 S 15 ST,No Contest,Court,Active,DNS011688951,691,Yes,No,Guilty,691,691,2015-11-12,2015-12-22,2
15053654,SKYLINE BUSINESS MANAGEMENT LLC,"2489 W HEAVEN VIEW LN, OAK CREEK, WI 53154",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-31 00:00:00.000000,2029 S 16 ST,No Contest,Court,Active,11408781,0,Yes,No,Guilty,580,540,2015-11-12,2016-01-11,2
15053663,HOME PATH FINANCIAL LIMITED PARTNERSHIP,"5116 N 126 ST, BUTLER, WI 53007",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-21 00:00:00.000000,3347 N 45 ST,No Contest,Jeff Kleiner,Closed,11453761,0,No,No,Guilty,280,0,2015-11-12,2015-11-12,2
15053664,LIR PROPERTIES LLC,"5231 WOOD LILLY LN, WATERFORD, WI 53185",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-06-11 00:00:00.000000,2245 S MUSKEGO AVE,No Contest,Court,Active,11543551,0,Yes,No,Guilty,10020,1150,2016-01-05,2016-06-27,3
15053887,TIME TO HARVEST INVESTMENT LLC,"3887 N PORT WASHINGTON RD, Milwaukee, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-06-10 00:00:00.000000,2619 N 29 ST,No Contest,Court,Active,11541291,0,No,No,Guilty,480,480,2015-11-12,2016-01-11,2
15053889,2748 N 11TH STREET LLC,"7311 W BURLEIGH ST, Milwaukee, WI 53210",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-12-17 00:00:00.000000,2748 N 11 ST,No Contest,Peter Butzer,Active,11244251,0,Yes,No,Guilty,280,280,2016-01-28,2016-04-27,2
15053890,WASHINGTON HEIGHTS PROPERTIES LLC,"1200 Apt. 200 E CAPITOL DRV, MILWAUKEE, WI 53217",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-05-26 00:00:00.000000,2144 N 49 ST,No Contest,Court,Closed,11508551,0,No,No,Guilty,1380,0,2015-11-12,2016-01-11,2
15053896,WELLS FARGO BANK NA,"3476 Stateview BLV, Fort Mill, SC 29715--7203",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2015-09-04 10:27:00.000000,2429 S 9 ST,No Plea,,Closed,DNS011686671,502,No,No,Dismissed without Prejudice,0,0,2015-11-12,2015-11-12,2
15054782,LTS WESTERN TOWING LLC,"W1271 CONCORD CENTER DRV, OCONOMOWOC, WI 53066",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-09-15 12:45:00.000000,W NATIONAL AVE / S 31ST ST,No Contest,Court,Closed,B2298052,161.8,No,No,Guilty,161.8,0,2015-10-30,2015-12-29,2
15054801,PRECISION LANDSCAPE SERVICES LLC,"1556 S 65TH ST, MILWAUKEE, WI 53214",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-09-18 11:51:00.000000,W MT VERNON AVE / N 35TH ST,No Contest,Court,Closed,T9188174,161.8,No,No,Guilty,161.8,0,2015-10-30,2015-12-29,2
15054807,R AND S SERVICE,"2640 S 5TH ST, MILWAUKEE, WI 53207",Traffic citation,"Statute 341.04(1), Non-Registration of Vehicle",2015-09-18 15:12:00.000000,W PIERCE ST / W REYNOLDS PL,Not Guilty,Defendant,Closed,B2298085,187,No,No,Dismissed without Prejudice,0,0,2015-11-30,2015-11-30,2
15054808,R AND S SERVICE,"2640 S 5TH ST, MILWAUKEE, WI 53207",Traffic citation,"Statute 341.61(2), Display Unauth. Veh. Registration Plate",2015-09-18 15:12:00.000000,W PIERCE ST / W REYNOLDS PL,No Contest,Jefferson Daniels,Closed,B2298096,161.8,No,No,Guilty,161.8,0,2015-11-30,2016-02-29,2
15054840,TRISTAR RECYCLING,"6524 S 13TH ST, OAK CREEK, WI 53154",Traffic citation,"Statute TR327.03(1), Fed Reg/Safety - General",2015-09-17 11:26:00.000000,S 13TH ST / W ARMOUR AVE,No Contest,Court,Closed,T9188152,124,No,No,Guilty,124,0,2015-10-30,2015-12-29,2
15054841,TRISTAR RECYCLING,"6524 S 13TH ST, OAK CREEK, WI 53154",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-09-17 11:26:00.000000,S 13TH ST / W ARMOUR AVE,No Contest,Court,Closed,T9188163,161.8,No,No,Guilty,161.8,0,2015-10-30,2015-12-29,2
15055352,HORKAN PROPERTIES II LP,"1189 FOUR WINDS WAY, HARTLAND, WI 53029",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-01-30 00:00:00.000000,5364 N 56 ST,No Contest,Court,Closed,11303061,0,No,No,Guilty,1330,0,2015-12-03,2016-02-01,1
15055353,7905 APPLETON AVE LLC,"N51W17154 SHAGBARK RD, MENOMONEE FALLS, WI 53051",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-07-27 00:00:00.000000,7905 W APPLETON AVE,No Contest,STEVE DECLEENE,Closed,11613431,0,No,No,Guilty,280,0,2015-12-03,2016-02-01,1
15055367,CHRISTOPHER PROPERTIES LLC,"202 W FOX DALE, GLENDALE, WI 53217",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-05-18 00:00:00.000000,2968 N BUFFUM ST,No Contest,Christopher Ott,Closed,11498501,0,No,No,Guilty,3780,0,2016-02-09,2016-05-09,1
15055383,SMARTASSETS LLC,"W340S9285 CORNER CRT, EAGLE, WI 53119",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-27 00:00:00.000000,1550 E IRVING PL,No Contest,Court,Closed,11399901,0,No,No,Guilty,530,0,2015-11-12,2016-01-11,2
15055384,DAHLS SERVICES LLC,"1025 E STONEGATE DRV, OAK CREEK, WI 53154",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-27 00:00:00.000000,1550 E IRVING PL,No Contest,Court,Closed,11399901,0,No,No,Guilty,680,0,2015-11-12,2016-01-11,2
15055779,NORTH MILWAUKEE STATE BANK,"5630 W FOND DU LAC AVE, Milwaukee, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-08-05 00:00:00.000000,3146 N 42 ST,No Contest,Defense Attorney,Closed,11627261,0,No,No,Guilty,1680,0,2016-02-09,2016-04-11,1
15055780,NORTH MILWAUKEE STATE BANK,"5630 W FOND DU LAC AVE, Milwaukee, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-06-22 00:00:00.000000,2622 N 45 ST,No Contest,Defense Attorney,Closed,11555101,0,No,No,Guilty,3680,0,2016-02-09,2016-04-11,1
15055781,BANK OF AMERICA NA,"1800 TAPO CANYON RD, SIMI VALLEY, CA 93063--6712",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-06-17 00:00:00.000000,3951 N 30 ST,No Contest,Defense Attorney,Closed,11548941,0,No,No,Guilty,5000,0,2016-02-09,2016-04-11,1
15055782,PETTIS PROPERTIES LLC,"10303 WEST MANOR PARK DRV, WEST ALLIS, WI 53227",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-19 00:00:00.000000,2211 S 20 ST,No Contest,Court,Active,11384951,0,Yes,No,Guilty,880,880,2015-11-19,2016-01-19,1
15055785,PAK RENTALS & CONSTRUCTION LLC,"2842 S 49TH ST, MILWAUKEE, WI 53219",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-04-09 00:00:00.000000,3831 N 10 ST,No Contest,Court,Active,11422671,0,Yes,No,Guilty,5000,5000,2015-11-19,2016-01-19,1
15055786,CONCORDIA PALMTREE APARTMENTS LLC,"2848 Apt. 102 W WISCONSIN AVE, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-07-17 00:00:00.000000,730 N 29 ST,No Contest,Court,Closed,11598391,0,No,No,Guilty,880,0,2015-11-19,2016-01-19,1
15055789,SIERVITO PROPERTIES LLC,"2200 S 12TH ST, Milwaukee, WI 53215",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-02-03 00:00:00.000000,1629 S 10 ST,No Contest,"byron gudiel, RA",Closed,11307221,0,No,No,Guilty,280,0,2016-01-19,2016-03-21,1
15056192,BADGER FENCE,"101 E ABERT PL, MILWAUKEE, WI 53212",Traffic citation,"Statute 343.45(2), Permit Unauthorized Person to Drive",2015-09-21 11:05:00.000000,N 71ST ST / W STEVENSON ST,No Contest,Court,Closed,B2298111,124,No,No,Guilty,124,0,2015-11-06,2016-01-05,1
15056208,CLETE LONG ENTERPRISED LLC,"10651 S NICHOLSON RD, OAK CREEK, WI 53154",Traffic citation,"Statute 341.04(1), Non-Registration of Vehicle",2015-09-23 16:41:00.000000,S 1ST ST / E BECHER ST,Guilty,Cletus Long,Closed,B0032255,187,No,No,Guilty,100,0,2015-11-06,2016-02-04,1
15056209,CLETE LONG ENTERPRISED LLC,"10651 S NICHOLSON RD, OAK CREEK, WI 53154",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-09-23 16:41:00.000000,S 1ST ST / E BECHER ST,Guilty,Cletus Long,Closed,B0032266,161.8,No,No,Guilty,100,0,2015-11-06,2016-02-04,1
15056210,CLETE LONG ENTERPRISED LLC,"10651 S NICHOLSON RD, OAK CREEK, WI 53154",Traffic citation,"Statute TR327.03(1), Fed Reg/Safety - General",2015-09-23 16:41:00.000000,S 1ST ST / E BECHER ST,Guilty,Cletus Long,Closed,B0032270,124,No,No,Guilty,75,0,2015-11-06,2016-02-04,1
